#Year  Day  mSec  Ne  n_mu  RA  DEC
2022.0 346.0 54768325.0 131000.0 5.4 308.28 44.63
2022.0 348.0 50173397.0 17200.0 1.4 308.01 42.61
2022.0 348.0 58619620.0 29300.0 7.0 304.77 42.37
2022.0 351.0 45292486.0 59400.0 15.8 303.2 41.08
2022.0 351.0 66787021.0 35800.0 22.4 305.57 45.24
2022.0 355.0 46459554.0 87500.0 3.9 303.1 43.97
2022.0 355.0 57977714.0 102000.0 2.6 306.18 39.86
2022.0 356.0 59292931.0 46100.0 4.9 310.7 40.93
2022.0 356.0 59683924.0 114000.0 4.0 304.33 45.15
2022.0 356.0 64077554.0 69100.0 16.2 311.06 43.03
2022.0 357.0 45112246.0 80000.0 6.3 301.78 42.5
2022.0 357.0 46746977.0 495000.0 22.7 302.98 41.22
2022.0 358.0 52913198.0 68900.0 7.1 303.29 44.14
2022.0 358.0 58201147.0 295000.0 24.2 310.55 44.48
2022.0 359.0 58577723.0 21700.0 2.1 310.19 41.5
2022.0 359.0 62132146.0 161000.0 9.9 306.98 43.53
2022.0 362.0 50470411.0 65800.0 8.9 311.33 43.75
2022.0 364.0 39554701.0 33200.0 6.8 309.87 37.87
2023.0 1.0 48731977.0 38400.0 2.0 308.87 37.4
2023.0 1.0 51768816.0 76300.0 8.4 306.57 38.77
2023.0 1.0 53247177.0 219000.0 17.4 310.94 40.31
2023.0 3.0 52719019.0 22800.0 5.1 305.1 43.84
2023.0 4.0 55012303.0 75200.0 7.0 308.66 38.8
2023.0 4.0 60795676.0 110000.0 18.9 304.17 43.94
2023.0 6.0 47406077.0 53400.0 3.3 304.63 40.79
2023.0 6.0 52059362.0 229000.0 20.1 306.83 45.68
2023.0 7.0 41211308.0 171000.0 11.4 312.19 38.84
2023.0 8.0 44250365.0 122000.0 7.9 305.94 40.78
2023.0 8.0 55791199.0 132000.0 27.8 310.4 41.53
2023.0 8.0 59484461.0 25200.0 0.0 311.16 44.32
2023.0 9.0 44153675.0 21700.0 11.5 306.56 39.97
2023.0 9.0 48710995.0 12900.0 0.0 311.66 43.25
2023.0 9.0 49686575.0 20700.0 1.8 309.99 42.4
2023.0 12.0 49991287.0 1130000.0 38.6 305.34 41.75
2023.0 13.0 41407590.0 31900.0 2.4 302.49 40.23
2023.0 15.0 47144755.0 69300.0 3.8 306.09 43.4
2023.0 17.0 45404404.0 58700.0 11.4 303.94 41.05
2023.0 18.0 42372286.0 2670.0 0.8 303.51 38.06
2023.0 18.0 46688403.0 12500.0 1.7 305.54 43.97
2023.0 20.0 48280955.0 434000.0 35.0 303.17 40.1
2023.0 20.0 49807577.0 734000.0 25.1 311.49 43.87
2023.0 21.0 46080183.0 14000.0 3.8 306.1 36.81
2023.0 22.0 39946366.0 47700.0 14.8 310.87 41.58
2023.0 22.0 52514471.0 73600.0 2.9 312.25 42.62
2023.0 27.0 45383775.0 77200.0 15.6 303.97 42.02
2023.0 28.0 41415019.0 4060.0 3.2 307.14 44.84
2023.0 28.0 41573087.0 6030.0 3.7 308.72 44.29
2023.0 32.0 49301752.0 15000.0 0.0 310.71 38.34
2023.0 35.0 40202304.0 3700.0 9.9 305.93 39.9
2023.0 35.0 43104168.0 29400.0 1.3 303.69 40.99
2023.0 40.0 42087316.0 24400.0 5.4 309.9 38.73
2023.0 40.0 42557058.0 193000.0 12.4 307.03 43.95
2023.0 44.0 30647231.0 568000.0 18.9 306.86 42.65
2023.0 45.0 43882054.0 45700.0 9.0 306.71 36.78
2023.0 49.0 39786362.0 19600.0 0.0 304.34 43.1
2023.0 59.0 39539184.0 109000.0 8.5 305.73 45.58
2023.0 59.0 47264121.0 13700.0 5.2 305.55 43.39
2023.0 60.0 35376600.0 26700.0 4.2 302.74 43.76
2023.0 61.0 30869743.0 167000.0 2.3 308.44 38.63
2023.0 61.0 40950019.0 120000.0 7.0 306.67 44.08
2023.0 62.0 37003770.0 33500.0 5.5 310.22 41.54
2023.0 63.0 38195037.0 36700.0 6.7 310.28 38.03
2023.0 64.0 44975212.0 28800.0 11.8 308.5 41.81
2023.0 67.0 27603667.0 104000.0 4.4 308.12 38.52
2023.0 71.0 35483481.0 13100.0 1.4 303.78 40.93
2023.0 72.0 33451592.0 125000.0 8.1 309.67 40.47
2023.0 72.0 40079666.0 172000.0 0.8 307.38 38.48
2023.0 73.0 36529241.0 7390.0 0.0 309.15 45.01
2023.0 75.0 24507538.0 43200.0 11.1 308.38 37.64
2023.0 75.0 32497700.0 842000.0 32.6 309.16 43.97
2023.0 76.0 30862207.0 179000.0 15.3 306.58 39.69
2023.0 76.0 37717229.0 138000.0 8.4 310.21 39.24
2023.0 77.0 35426293.0 40000.0 2.9 311.88 40.92
2023.0 79.0 26776962.0 13300.0 2.9 309.29 42.61
2023.0 79.0 27686685.0 21400.0 2.3 306.12 39.33
2023.0 79.0 33395687.0 5650.0 7.9 307.31 45.69
2023.0 80.0 33062705.0 47600.0 4.5 310.9 40.87
2023.0 81.0 34251146.0 259000.0 15.2 302.3 41.89
2023.0 81.0 36385503.0 280000.0 43.4 310.25 43.04
2023.0 81.0 40381182.0 68400.0 10.5 308.86 38.69
2023.0 82.0 34626305.0 153000.0 10.6 311.15 40.72
2023.0 82.0 43372678.0 14700.0 0.0 309.49 40.44
2023.0 84.0 21407968.0 57700.0 2.7 310.89 41.86
2023.0 85.0 35757714.0 346000.0 10.6 310.63 42.89
2023.0 87.0 29362139.0 65800.0 3.5 311.42 43.96
2023.0 89.0 21022472.0 159000.0 10.0 304.36 43.42
2023.0 89.0 25545282.0 104000.0 1.2 307.52 37.48
2023.0 89.0 28955290.0 27100.0 3.5 308.19 40.71
2023.0 90.0 17954312.0 91700.0 9.1 311.18 38.68
2023.0 91.0 30581639.0 11100.0 4.9 306.2 38.67
2023.0 91.0 30838518.0 94800.0 2.6 311.55 38.78
2023.0 92.0 17596041.0 26800.0 6.6 307.51 39.28
2023.0 92.0 19066465.0 23300.0 3.0 311.75 42.37
2023.0 95.0 32015655.0 10500.0 1.3 309.48 37.96
2023.0 96.0 27174235.0 21500.0 54.7 302.86 40.12
2023.0 99.0 31363560.0 144000.0 0.8 304.51 41.14
2023.0 99.0 32312007.0 5210.0 1.3 312.77 40.74
2023.0 99.0 35116641.0 14800.0 2.9 309.89 42.62
2023.0 100.0 19252495.0 155000.0 3.3 311.27 38.8
2023.0 100.0 20114768.0 91400.0 17.4 302.13 43.81
2023.0 101.0 26365214.0 13000.0 6.0 304.13 37.42
2023.0 102.0 21417077.0 312000.0 16.0 311.03 40.73
2023.0 102.0 26236703.0 31100.0 2.5 301.48 39.71
2023.0 102.0 31031431.0 28800.0 1.0 311.83 41.64
2023.0 105.0 22064126.0 87700.0 3.1 303.83 41.41
2023.0 107.0 21615615.0 63200.0 1.5 304.74 44.14
2023.0 107.0 23915246.0 12500.0 2.7 310.25 39.18
2023.0 107.0 29235876.0 243000.0 19.0 313.14 42.51
2023.0 107.0 33386366.0 453000.0 60.2 312.45 41.49
2023.0 108.0 19489557.0 60500.0 9.0 306.6 38.77
2023.0 108.0 27747597.0 122000.0 8.5 309.72 39.11
2023.0 109.0 22599080.0 242000.0 11.7 307.56 38.72
2023.0 109.0 25976645.0 149000.0 13.2 305.57 40.1
2023.0 110.0 19153825.0 434000.0 53.4 303.26 40.12
2023.0 113.0 23661586.0 14900.0 3.5 307.56 37.22
2023.0 116.0 27486343.0 43500.0 16.4 312.27 41.85
2023.0 117.0 10752311.0 2370.0 1.0 304.19 38.13
2023.0 117.0 21108344.0 34300.0 12.7 306.18 40.26
2023.0 119.0 18142622.0 17900.0 6.4 307.54 38.9
2023.0 121.0 21430893.0 141000.0 7.1 312.64 41.59
2023.0 122.0 15390941.0 106000.0 4.4 309.64 37.74
2023.0 122.0 23980016.0 115000.0 16.6 307.23 41.27
2023.0 123.0 17911736.0 13500.0 3.1 304.71 42.01
2023.0 124.0 18277928.0 55800.0 4.4 305.97 40.98
2023.0 124.0 23292888.0 53700.0 5.9 312.85 41.85
2023.0 126.0 13516848.0 46000.0 5.9 307.69 39.35
2023.0 126.0 15824884.0 35400.0 7.0 304.59 44.88
2023.0 126.0 28780500.0 53200.0 5.3 312.04 41.59
2023.0 127.0 15984509.0 340000.0 23.6 301.27 41.54
2023.0 128.0 24063221.0 42800.0 4.7 312.89 40.28
2023.0 129.0 19763453.0 150000.0 10.3 301.93 39.09
2023.0 129.0 19834981.0 129000.0 8.3 310.99 44.53
2023.0 130.0 19783942.0 20100.0 8.1 311.35 41.82
2023.0 131.0 15996165.0 15500.0 1.1 306.06 39.72
2023.0 132.0 13216092.0 291000.0 17.0 309.33 40.63
2023.0 132.0 18391062.0 60800.0 3.0 306.49 40.5
2023.0 133.0 15025876.0 11900.0 7.3 307.2 43.26
2023.0 133.0 21412389.0 26800.0 7.8 313.35 41.34
2023.0 133.0 23192051.0 15900.0 21.6 302.88 44.04
2023.0 136.0 20617920.0 49800.0 6.0 308.95 41.06
2023.0 139.0 23971974.0 28200.0 23.4 312.01 41.36
2023.0 140.0 15374240.0 61900.0 2.6 306.2 37.72
2023.0 140.0 21370516.0 69600.0 14.6 303.26 39.93
2023.0 141.0 24463068.0 16700.0 3.0 304.45 45.14
2023.0 142.0 10498848.0 81900.0 6.2 302.54 40.49
2023.0 142.0 13659851.0 52400.0 1.2 310.09 42.02
2023.0 142.0 27359243.0 57600.0 5.6 312.87 42.24
2023.0 143.0 8222196.0 118000.0 17.8 309.83 38.39
2023.0 143.0 14874396.0 6130.0 0.7 309.45 41.19
2023.0 143.0 15722945.0 107000.0 6.2 306.13 37.0
2023.0 144.0 21140848.0 18200.0 1.5 310.87 39.57
2023.0 145.0 22977344.0 53600.0 5.5 303.9 38.71
2023.0 146.0 4439694.0 239000.0 21.0 308.7 45.09
2023.0 149.0 22472635.0 96700.0 3.7 310.43 40.47
2023.0 150.0 13699566.0 96000.0 2.3 308.2 40.74
2023.0 151.0 19564636.0 293000.0 14.4 307.58 41.1
2023.0 152.0 15292989.0 168000.0 11.7 303.7 44.88
2023.0 152.0 17110224.0 12200.0 0.0 309.55 40.96
2023.0 153.0 11648860.0 100000.0 4.5 306.5 40.58
2023.0 154.0 20032152.0 29800.0 13.4 305.56 45.6
2023.0 155.0 16951861.0 19600.0 0.0 312.3 39.01
2023.0 155.0 22010064.0 35100.0 12.8 311.96 39.78
2023.0 159.0 21844821.0 241000.0 11.7 312.92 39.96
2023.0 160.0 23115342.0 113000.0 12.7 301.88 43.1
2023.0 163.0 20369217.0 70600.0 9.7 309.3 37.55
2023.0 164.0 8115618.0 40300.0 4.6 309.82 37.31
2023.0 164.0 16296645.0 10300.0 1.6 306.01 39.31
2023.0 164.0 18301098.0 54800.0 1.5 312.41 41.37
2023.0 166.0 19104225.0 53300.0 13.7 302.54 43.62
2023.0 167.0 7147841.0 119000.0 4.0 311.37 40.8
2023.0 167.0 11020453.0 124000.0 12.2 304.5 37.68
2023.0 169.0 14017485.0 51300.0 2.3 306.33 43.81
2023.0 170.0 15942033.0 176000.0 23.7 312.71 41.87
2023.0 172.0 7414307.0 105000.0 6.3 303.48 41.36
2023.0 172.0 11806799.0 65400.0 2.9 310.61 43.99
2023.0 172.0 15609477.0 119000.0 2.1 305.77 43.78
2023.0 173.0 7527900.0 35500.0 4.6 308.97 44.25
2023.0 176.0 936705.0 42800.0 8.4 306.08 39.99
2023.0 177.0 16384018.0 462000.0 19.0 308.22 41.8
2023.0 177.0 17138219.0 63700.0 6.5 304.46 38.66
2023.0 178.0 14909505.0 433000.0 12.7 309.71 40.95
2023.0 179.0 6122770.0 30500.0 11.1 307.92 43.8
2023.0 179.0 6907562.0 180000.0 8.5 311.75 41.73
2023.0 179.0 10245405.0 8000.0 0.8 312.79 40.06
2023.0 179.0 12829525.0 23100.0 1.0 310.91 42.38
2023.0 180.0 6940810.0 15900.0 5.2 306.08 45.84
2023.0 180.0 7081780.0 21800.0 1.8 304.74 41.09
2023.0 181.0 1711707.0 4220.0 1.5 309.12 38.76
2023.0 181.0 14048175.0 65600.0 5.6 310.19 42.12
2023.0 182.0 4102432.0 64200.0 2.0 308.8 43.63
2023.0 183.0 940797.0 325000.0 13.3 304.71 43.32
2023.0 184.0 1801008.0 131000.0 8.8 311.46 40.5
2023.0 185.0 79274527.0 429000.0 89.8 303.18 39.78
2023.0 187.0 3071328.0 41100.0 1.4 302.5 39.17
2023.0 187.0 8114431.0 23600.0 0.0 306.68 37.85
2023.0 187.0 9975230.0 25100.0 1.2 305.64 45.48
2023.0 194.0 10260788.0 150000.0 2.7 311.98 40.61
2023.0 195.0 1189850.0 57700.0 11.8 304.62 45.11
2023.0 195.0 4643211.0 100000.0 8.4 303.29 42.33
2023.0 195.0 85545186.0 265000.0 32.3 306.16 42.7
2023.0 196.0 86008400.0 27300.0 3.4 306.12 36.8
2023.0 197.0 8109836.0 286000.0 15.9 305.33 38.28
2023.0 198.0 2240021.0 58000.0 2.5 308.47 38.38
2023.0 200.0 1014657.0 553000.0 39.3 306.31 37.2
2023.0 200.0 9317806.0 36700.0 2.4 308.56 45.55
2023.0 200.0 82658440.0 16400.0 4.8 307.45 42.66
2023.0 202.0 6073147.0 218000.0 7.6 311.35 43.79
2023.0 202.0 83511087.0 65600.0 1.3 303.71 45.11
2023.0 203.0 86154245.0 49000.0 4.5 304.25 40.0
2023.0 205.0 2073157.0 49800.0 3.0 304.89 39.88
2023.0 205.0 82518571.0 17400.0 4.2 305.42 38.05
2023.0 206.0 4708998.0 23700.0 4.2 306.67 44.43
2023.0 206.0 5551006.0 16500.0 1.8 307.74 39.26
2023.0 206.0 7099799.0 20800.0 5.3 303.66 39.17
2023.0 206.0 9376981.0 165000.0 6.3 307.07 39.25
2023.0 208.0 85796596.0 22100.0 2.4 302.19 40.61
2023.0 209.0 82631550.0 92100.0 5.1 302.56 39.13
2023.0 209.0 84364023.0 79500.0 0.0 310.17 42.06
2023.0 211.0 10687258.0 10300.0 5.1 310.04 41.69
2023.0 213.0 2729694.0 122000.0 1.0 305.65 39.37
2023.0 214.0 11431502.0 50300.0 25.2 310.59 39.15
2023.0 215.0 84391215.0 132000.0 10.7 305.43 39.78
2023.0 217.0 82805428.0 248000.0 21.9 311.32 42.84
2023.0 222.0 82403036.0 164000.0 4.0 308.8 40.34
2023.0 225.0 76126126.0 51100.0 1.6 306.12 41.59
2023.0 226.0 4657651.0 59300.0 1.1 304.32 37.88
2023.0 226.0 76768785.0 123000.0 6.7 310.72 37.85
2023.0 226.0 81248662.0 21100.0 0.8 308.64 38.96
2023.0 226.0 83830039.0 81100.0 3.1 302.55 40.55
2023.0 228.0 81762556.0 24800.0 4.9 312.49 40.83
2023.0 228.0 82017729.0 319000.0 20.9 309.73 44.41
2023.0 228.0 83597871.0 188000.0 12.5 305.19 43.99
2023.0 230.0 81888199.0 23800.0 3.9 310.76 37.76
2023.0 231.0 73268695.0 13700.0 2.8 311.59 39.08
2023.0 231.0 76803483.0 58600.0 7.3 304.95 39.06
2023.0 232.0 76473428.0 85600.0 17.8 301.44 40.07
2023.0 232.0 77834728.0 263000.0 34.7 302.69 40.75
2023.0 300.0 61695191.0 23500.0 7.8 308.03 44.92
2023.0 300.0 69363598.0 80700.0 2.8 302.74 43.29
2023.0 302.0 65653400.0 91700.0 8.4 302.77 42.98
2023.0 304.0 61563653.0 41600.0 8.6 303.87 43.73
2023.0 306.0 57519249.0 1310.0 2.2 305.21 42.1
2023.0 306.0 62610161.0 31900.0 89.5 303.31 43.56
2023.0 307.0 55114734.0 31000.0 8.8 308.17 39.65
2023.0 307.0 68064405.0 31100.0 0.5 308.86 43.7
2023.0 309.0 66606580.0 58700.0 5.4 305.09 42.43
2023.0 311.0 56193087.0 238000.0 6.3 308.61 37.48
2023.0 311.0 59986564.0 54700.0 9.8 308.91 38.27
2023.0 311.0 60796437.0 195000.0 7.9 301.76 40.81
2023.0 313.0 62268170.0 22300.0 2.4 308.38 37.9
2023.0 313.0 71219361.0 98700.0 5.7 306.84 39.71
2023.0 320.0 55328830.0 5130.0 6.7 306.85 39.65
2023.0 320.0 57990036.0 47700.0 0.0 307.59 39.17
2023.0 320.0 62761755.0 97000.0 7.5 305.18 37.45
2023.0 320.0 65472124.0 56400.0 2.6 308.56 39.9
2023.0 321.0 65807885.0 71200.0 2.5 305.68 40.87
2023.0 322.0 63215784.0 346000.0 43.1 306.79 40.88
2023.0 323.0 53698277.0 128000.0 24.8 306.96 39.58
2023.0 323.0 56885620.0 10900.0 1.0 308.97 43.35
2023.0 324.0 72564676.0 903000.0 125.4 307.73 41.79
2023.0 325.0 55833738.0 40400.0 1.5 311.99 38.92
2023.0 328.0 60589070.0 27100.0 2.0 308.33 40.92
2023.0 329.0 52502639.0 65500.0 1.1 306.36 40.88
2023.0 329.0 68020905.0 28700.0 7.7 304.31 44.95
2023.0 330.0 55585387.0 103000.0 11.2 309.6 37.55
2023.0 330.0 58298668.0 17100.0 1.6 312.13 41.91
2023.0 331.0 59341824.0 106000.0 10.2 308.93 37.76
2023.0 333.0 47610855.0 364000.0 18.8 310.63 44.35
2023.0 334.0 46838213.0 89200.0 12.6 311.24 43.21
2023.0 334.0 67942172.0 59500.0 26.8 306.86 43.78
2023.0 335.0 59931660.0 71300.0 2.7 309.58 42.48
2023.0 338.0 61164643.0 89600.0 5.6 307.45 40.23
2023.0 339.0 58500852.0 486000.0 17.6 303.79 40.71
2023.0 340.0 55916690.0 54800.0 12.9 304.58 37.88
2023.0 342.0 58565187.0 272000.0 11.3 310.6 39.74
2023.0 343.0 55370306.0 40400.0 2.7 303.27 41.63
2023.0 344.0 48182311.0 131000.0 9.9 306.32 45.4
2023.0 347.0 55889229.0 45500.0 3.1 308.73 41.27
2023.0 347.0 57437655.0 96800.0 8.0 304.46 38.04
2023.0 348.0 46772107.0 146000.0 5.7 305.66 42.79
2023.0 348.0 63025216.0 68000.0 5.5 305.8 40.14
2023.0 350.0 66433157.0 23400.0 5.1 309.78 45.37
2023.0 351.0 55335274.0 154000.0 11.6 312.35 43.7
2023.0 351.0 57695941.0 280000.0 6.5 310.42 42.21
2023.0 352.0 47021306.0 45300.0 5.0 303.88 39.5
2023.0 356.0 54307258.0 44900.0 2.5 303.34 38.5
2023.0 357.0 55327026.0 11400.0 1.0 304.83 43.32
2023.0 359.0 41096556.0 752000.0 17.5 304.91 41.21
2023.0 359.0 55412232.0 182000.0 6.2 304.84 44.35
2023.0 364.0 46178134.0 69200.0 3.5 302.96 41.96
2023.0 364.0 46942474.0 49100.0 4.3 304.1 40.37
2023.0 364.0 48744408.0 303000.0 3.5 305.25 38.92
2023.0 365.0 49324383.0 220000.0 13.5 305.14 37.38
2024.0 1.0 50982816.0 26700.0 1.3 303.3 40.36
2024.0 1.0 51961776.0 81900.0 13.8 308.59 43.7
2024.0 2.0 52594703.0 93100.0 2.1 303.3 42.45
2024.0 3.0 46946725.0 26100.0 3.5 301.21 40.95
2024.0 3.0 51351781.0 161000.0 11.1 312.56 43.46
2024.0 4.0 57299278.0 108000.0 7.7 306.47 39.49
2024.0 6.0 55017392.0 105000.0 11.7 301.27 41.4
2024.0 7.0 51019466.0 16600.0 0.6 312.53 39.56
2024.0 8.0 42285910.0 121000.0 2.0 309.25 45.25
2024.0 10.0 42972528.0 28200.0 2.5 312.6 42.18
2024.0 10.0 51292315.0 229000.0 11.0 311.2 39.55
2024.0 10.0 53074898.0 28200.0 11.1 304.64 43.0
2024.0 12.0 39961047.0 43500.0 3.1 303.19 40.85
2024.0 12.0 49805699.0 94600.0 4.9 304.32 42.22
2024.0 12.0 55300916.0 162000.0 9.6 306.6 41.7
2024.0 13.0 39241603.0 114000.0 10.0 308.1 40.91
2024.0 13.0 52733589.0 77700.0 10.7 302.42 39.27
2024.0 13.0 56894530.0 312000.0 21.3 308.42 41.3
2024.0 15.0 45105872.0 267000.0 12.2 304.61 39.57
2024.0 15.0 55556359.0 965000.0 33.3 308.46 41.55
2024.0 17.0 42367657.0 3320.0 1.5 305.17 41.87
2024.0 18.0 50732154.0 34800.0 3.1 311.7 38.99
2024.0 19.0 35754221.0 272000.0 20.9 305.8 44.52
2024.0 20.0 45560225.0 124000.0 9.2 306.04 38.55
2024.0 21.0 50317142.0 57900.0 16.4 305.01 39.08
2024.0 22.0 44764031.0 130000.0 2.8 312.72 43.51
2024.0 23.0 42047134.0 84300.0 1.8 307.54 40.28
2024.0 23.0 52836310.0 4620.0 1.0 306.55 41.45
2024.0 24.0 51809733.0 77500.0 2.4 304.59 42.8
2024.0 26.0 43781961.0 672000.0 38.2 308.81 40.96
2024.0 28.0 42979841.0 214000.0 1.3 305.85 39.7
2024.0 29.0 48779399.0 28100.0 3.1 311.16 40.92
2024.0 30.0 41021176.0 274000.0 9.0 310.36 42.64
2024.0 31.0 45100006.0 227000.0 13.9 304.95 45.29
2024.0 32.0 37847802.0 119000.0 10.2 310.09 43.95
2024.0 34.0 32193871.0 293000.0 26.7 307.9 37.51
2024.0 34.0 43083116.0 439000.0 16.0 306.71 39.17
2024.0 34.0 53377262.0 40800.0 7.6 313.26 42.45
2024.0 37.0 46052627.0 31400.0 1.2 306.71 44.5
2024.0 38.0 44894880.0 93300.0 1.5 310.78 42.32
2024.0 39.0 48150759.0 112000.0 5.7 311.14 41.54
2024.0 40.0 46264439.0 80000.0 4.4 312.77 41.18
2024.0 40.0 47799661.0 114000.0 3.7 311.53 42.8
2024.0 41.0 37104561.0 8210.0 9.4 307.32 45.36
2024.0 44.0 38738443.0 179000.0 8.2 311.11 38.98
2024.0 44.0 39406406.0 207000.0 8.7 311.77 40.9
2024.0 44.0 41020609.0 11900.0 0.0 304.3 40.63
2024.0 44.0 50016702.0 30900.0 10.2 306.11 41.79
2024.0 45.0 35742301.0 13400.0 4.8 311.52 42.77
2024.0 51.0 29944150.0 7030.0 2.1 302.81 42.84
2024.0 52.0 31860760.0 168000.0 5.2 310.27 40.15
2024.0 52.0 36749521.0 10900.0 0.0 308.73 42.86
2024.0 53.0 39699659.0 88900.0 17.5 301.55 41.74
2024.0 53.0 46357619.0 5540.0 3.7 309.39 40.92
2024.0 55.0 41354305.0 13200.0 6.3 311.1 38.3
2024.0 56.0 37850239.0 419000.0 10.5 307.73 38.62
2024.0 58.0 35298028.0 96900.0 7.9 309.07 38.09
2024.0 58.0 36204842.0 143000.0 5.1 303.79 42.73
2024.0 62.0 35946801.0 26100.0 8.5 307.66 44.07
2024.0 63.0 33590025.0 3310.0 0.0 301.07 41.86
2024.0 63.0 37406958.0 288000.0 6.8 302.35 38.67
2024.0 63.0 39283144.0 157000.0 6.4 309.65 41.07
2024.0 64.0 42758895.0 183000.0 3.9 305.35 45.03
2024.0 65.0 26998942.0 222000.0 11.8 304.96 45.07
2024.0 68.0 42765333.0 43200.0 49.0 311.52 40.25
2024.0 70.0 31268792.0 10500.0 1.0 306.98 37.84
2024.0 70.0 41728654.0 82300.0 4.8 305.15 41.25
2024.0 84.0 34514433.0 99100.0 7.6 306.16 40.65
2024.0 85.0 24245960.0 146000.0 3.6 306.21 44.01
2024.0 86.0 22701059.0 48900.0 4.6 302.0 39.37
2024.0 92.0 24749507.0 9360.0 1.0 304.96 41.18
2024.0 93.0 23099999.0 136000.0 6.9 312.89 42.59
2024.0 93.0 33925207.0 32400.0 3.8 308.06 42.09
2024.0 95.0 30699652.0 121000.0 10.6 306.85 39.79
2024.0 96.0 20842959.0 52000.0 8.7 309.41 44.54
2024.0 101.0 22526819.0 56700.0 3.2 309.89 43.8
